п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"90272";"ООО Фармацена аптека";"МО, Люберцы Барыкина 4";"ЮВАО";"Эсток-Сервис";"Михно С.С.";"КВ";"55.7075576";"37.9563155";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562778"
"134588";"ООО «Система»/Пекарня Буханка";"МО , г.Люберцы , ул.Камова , 9к1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.704807";"37.8717989";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562787"
"133405";"ООО ""Здравник""/Аптека Планета Здоровья";"Московская обл, Люберцы г, Камова ул , дом 7, корпус 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6982691";"37.9570052";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562792"
"92212";"ИП Намазов А.А. Оглы/Магазин продуктов";"Московская обл, Люберцы г, Камова, дом 5, корпус 1";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.705972";"37.87117";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562798"
"138697";"Мак Регина Викторовна/Цветочный магазин";"Люберцы, ул. Камова, 7к1";"ЮВАО";"Эсток-Сервис";"Гусев П.И.";"КВ";"55.70509999999999";"37.8715071";"17.04.2025";"https://durnovcev2000.kaiten.ru/48494752"
"1463";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Москва г, Волгоградский пр-кт, дом 119/22, этаж 1, помещение 3, ком 1-3";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.706453";"37.764458";"13.04.2025";"https://durnovcev2000.kaiten.ru/32562442"
"ТО № 6006";"Пекарня Буханка";"Москва Окская 7а";"ЮВАО";"Гранит";"Мозговой И.В.";"КВ";"55.7138112";"37.7627279";"13.04.2025";"https://durnovcev2000.kaiten.ru/32562449"
"138660";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва, Газгольдерная, д. 10";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.725821";"37.7376867";"13.04.2025";"https://durnovcev2000.kaiten.ru/44123523"
"134102";"ООО « ВКУСНО»/Пекарня Буханка";"Москва г, Михайлова ул, дом 30А, корпус 4";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7248995";"37.7735458";"13.04.2025";"https://durnovcev2000.kaiten.ru/32562303"
"134475";"ООО «ВКУСНО»/Пекарня Буханка";"Москва г, Михайлова ул, дом № 30а, корпус 5";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7252517";"37.7740529";"13.04.2025";"https://durnovcev2000.kaiten.ru/32562304"
"138375";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва, ул Михайлова, д. 30А, к. 2";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7248995";"37.7735458";"13.04.2025";"https://durnovcev2000.kaiten.ru/41270656"
"151677";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва, пр-кт Волгоградский, д. 32/5, к. 1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.720139";"37.690686";"12.04.2025";"https://durnovcev2000.kaiten.ru/40677583"
"ТО№460-ТБ";"ИП Красавин М.З.барбершоп «Гудбарбер";"Москва г, Автозаводский 2-й проезд, дом 5";"ЮВАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.7059631";"37.660024";"11.04.2025";"https://durnovcev2000.kaiten.ru/32562621"
"133398";"ООО «Восход»/ Пекарня Буханка";"Московская обл, Раменский р-н, Раменское г, Крымская ул, дом 1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.5873938";"38.1879692";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562682"
"132777";"ООО ""Реон"" / Аптека Планета Здоровья";"Московская обл, Раменский р-н, Раменское г, Космонавтов ул, строение 5";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.58663620000001";"38.202706";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562699"
"№1161ТБ";"ИП Азизов Вячеслав Исаевич / Коммерческое Помещение";"Люберцы, ул. Попова, дом 4 А";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6959128";"37.8936193";"07.04.2025";"https://durnovcev2000.kaiten.ru/45222262"
"131052";"ИП Шван Юлия Викторовна (Пекарня «Хлебница»)";"МО, г. Раменское, ул. Вокзальная, д.4Б";"ЮВАО";"Гранит";"Рощин С.С.";"КВ";"55.5658667";"38.2266917";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562664"
"131544";"ООО ""Альфа""/ аптека Планета Здоровья";"Московская обл, Раменский р-н, Раменское г, Крымская ул, дом № 1, помещение 4";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5873938";"38.1879692";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562684"
"133528";"ООО ""Здравник""/Аптека Планета Здоровья";"Московская обл, Раменский р-н, Раменское г, Крымская ул, дом 7";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5873938";"38.1879692";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562687"
"132275";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Раменское г, Крымская ул, дом № 11";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5873938";"38.1879692";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562689"
