п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"137455";"ПРАВОСЛАВНЫЙ ПРИХОД ПЕТРОПАВЛОВСКОГО ХРАМА С.НОВОПЕТРОВСКОЕ ИСТРИНСКОГО ОКРУГА ОДИНЦОВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ» /Петропавловский храм";"Московская обл, г.о. Истра, с Новопетровское, ул Советская, зд. 33";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.991903";"36.478967";"19.03.2025";"https://durnovcev2000.kaiten.ru/32519857"
"134071";"ООО «Аптека Экономия 1»/Аптека «ФармЛенд»";"Ильинское-Усово Архангельская ул, дом № 2";"САО+СЗАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.7704967";"37.2203934";"19.03.2025";"https://durnovcev2000.kaiten.ru/43885896"
"137875";"ООО «ГАСТРОНОМ ВОДНЫЙ» /Гастромаркет ""ЕДА""";"Москва г, ш Ленинградское, д. 58, стр. 26";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.842501";"37.484225";"18.03.2025";"https://durnovcev2000.kaiten.ru/37167981"
"90305";"Аптека ""Планета здоровья""";"Химки, ул. Молодёжная, д. 61";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.8894549";"37.40520619999999";"18.03.2025";"https://durnovcev2000.kaiten.ru/33682062"
"91582";"Магазин ""Ассортида""";"г.Москва, ул. Кронштадтский бульвар, д. 47";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.851782";"37.511758";"18.03.2025";"https://durnovcev2000.kaiten.ru/33680954"
"82517";"ЗАО ""МПО Электромонтаж"" офис";"г. Москва, ул. Долгопрудная, д.11А/1";"САО+СЗАО";"Аллигатор";"Супонников М.С.";"КВ";"55.8933565";"37.5376573";"17.03.2025";"https://durnovcev2000.kaiten.ru/33681252"
"ТО-208ТБ";"Акционерное Общество «Флорида 2000»/ гастроном";"г. Москва, ул. Маршала Василевского д.5 корпус 1, эт подвал пом II ком 1";"САО+СЗАО";"Технологии Безопасности";"Кузнецов М.А.";"КВ";"55.804117";"37.471474";"14.03.2025";"https://durnovcev2000.kaiten.ru/33681114"
"130444";"ИП Дорохина А. А. Цветы";"г. Москва, Дмитровское шоссе, д. 1/1";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.810734";"37.578424";"14.03.2025";"https://durnovcev2000.kaiten.ru/33680040"
"90487";"ИП Михаилян Арам Романович/Барбершоп ""Черная кость""";"Москва г, Дмитровский проезд, дом 4";"САО+СЗАО";"Технологии Безопасности";"Моторин А.В.";"КВ";"55.8072415";"37.5627099";"14.03.2025";"https://durnovcev2000.kaiten.ru/33680057"
"91474";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"г.Москва, Коровинское шоссе 23/1";"САО+СЗАО";"Гранит";"Рощин С.С.";"КВ";"55.876932";"37.52342700000001";"13.03.2025";"https://durnovcev2000.kaiten.ru/32514760"
"ТО-№ 338";"Васильева Ольга Андреевна/пиццерия «Империя пиццы»";"Москва г, Лихоборская наб, дом 3, стр. 9";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.854187";"37.521736";"13.03.2025";"https://durnovcev2000.kaiten.ru/33679958"
